,carprivt_r,cardealr_r,carbuyf_r,carbuya_r,carbuyg_r,carbuyd_r,carbuyb_r,carbuyc_r,carbuye_r,carbuy1_r,degree_r,region_r,race_r,childs_r,sex_r,marital_r,satcar_r,newused_r,age_c
363,1.0,0.0,0.6,0.0,0.0,0.6,0.6857142857142857,1.0,0.6,5.428571428571429,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0013605442176896076
364,1.0,0.0,0.32258065508506084,0.0,0.32258065508506084,0.45454545454545453,0.5161290558270195,1.0000000384546106,0.806451637712652,2.8113209919472997,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,19.00136054421769
365,0.0,0.0,0.31034484799778694,0.0,0.3333333333333333,0.6571428571428571,1.0,1.0,0.6562499706633402,6.346153668397989,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,13.00136054421769
366,1.0,0.0,0.5925926102532281,0.0,0.6666666865348816,0.2105263167801326,0.3333333432674408,0.6666666865348816,0.0,1.6097559903364416,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,22.00136054421769
367,0.0,1.0,0.0,0.6315789640628592,0.3684210603367042,0.6315789640628592,1.0000000243995633,1.0000000243995633,1.0000000243995633,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.00000007319869,0.0,-5.99863945578231
368,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.172588871559232,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,-4.99863945578231
369,1.0,1.0,0.0,1.0,1.0,0.375,1.0,1.0,0.75,6.0,0.0,0.0,0.0,1.0,1.0,3.0,1.5,0.0,-12.99863945578231
370,0.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,-14.99863945578231
371,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-17.99863945578231
372,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,-15.99863945578231
373,0.0,1.0,0.0,0.3076923076923077,0.3076923076923077,0.7142857142857143,0.7692307692307693,0.7692307692307693,1.0,4.5,0.0,1.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.0,-7.99863945578231
374,1.0,0.0,0.0,1.0,0.7105262655960886,0.6256684517887005,0.3119999961547849,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-17.99863945578231
375,0.0,0.0,0.0,0.6479999937744136,0.6500000143051161,1.0000000238418603,1.0000000238418603,1.0000000238418603,0.0,6.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0013605442176896
376,1.0,1.0,0.75,0.0,0.75,0.375,1.0,1.0,0.75,3.4285714285714284,0.0,1.0,1.0,1.0,0.0,1.0,1.75,0.0,21.00136054421769
377,0.0,1.0,0.0,0.6,0.3,0.6,1.0,1.0,0.7446808309167948,5.714285503439358,0.0,1.0,0.0,0.0,1.0,0.0,2.4545454545454546,0.6363636363636364,-1.9986394557823104
378,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.875,0.0,1.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.6666666666666666,-19.99863945578231
379,1.0,1.0,0.0,0.7446808309167948,0.9999999661817628,0.7446808309167948,0.7446808309167948,0.6808510386459935,0.9999999661817628,2.8674698412948074,0.0,1.0,0.0,1.0,1.0,2.0,2.9999998985452883,0.5744680628007371,29.00136054421769
380,0.0,0.0,0.0,0.42105263157894735,0.8,0.6,0.8,0.42105263157894735,1.0,0.6292134751997845,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,-2.9986394557823104
381,0.0,1.0,0.4,0.42857142857142855,0.6,0.5,1.0,0.42857142857142855,0.75,1.5294117647058822,0.0,1.0,0.0,1.0,0.0,3.0,2.5,0.75,-2.9986394557823104
382,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,16.00136054421769
383,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-18.99863945578231
384,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-19.99863945578231
385,1.0,0.0,0.0,0.25531916944297506,0.3076923076923077,0.31914894912187897,1.0000000507273594,1.0000000507273594,0.7446808812843843,5.909090889386895,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,-0.9986394557823104
